topic_index,topic_id,topic_title,tag_id,tag_name,is_new,question_index,question_id,part,question
11,1909,组织快乐活动,20,事件,1,3,6249,3,How would you feel when you were not well prepared for something?
11,1909,组织快乐活动,20,事件,1,4,6248,3,Do people need others' help when organizing things?
11,1909,组织快乐活动,20,事件,1,5,6246,3,Does everything need to be well prepared?
11,1909,组织快乐活动,20,事件,1,6,6245,3,On what occasions do people need to be organized?
11,1909,组织快乐活动,20,事件,1,7,6244,3,How can parents help children to be organized?
12,1908,长久目标/抱负,20,事件,1,1,6236,2,Describe a long-term goal/ambition you would like to achieve You should say: How long you have had this goal/ambition What it is How you will achieve it And explain why you set it
12,1908,长久目标/抱负,20,事件,1,2,6242,3,What should people do to achieve their goals?
12,1908,长久目标/抱负,20,事件,1,3,6241,3,What goals do young people usually have?
12,1908,长久目标/抱负,20,事件,1,4,6240,3,Is it necessary to give advice to children?
12,1908,长久目标/抱负,20,事件,1,5,6239,3,What goals do people at your age have?
12,1908,长久目标/抱负,20,事件,1,6,6238,3,Do people need to have goals?
12,1908,长久目标/抱负,20,事件,1,7,6237,3,What goals should a society have?
13,1907,遇到困难终成功的人,18,人物,1,1,6232,2,Describe a person who met difficulties but succeeded You should say Who this person is What difficulties he met How he overcame the difficulties And explain how you feel about him
13,1907,遇到困难终成功的人,18,人物,1,2,6233,3,"In your country, what industry is it easier to besuccessful in?"
14,1906,改变重要想法,20,事件,1,1,6228,2,Describe a time when you changed an important opinion of yours You should say When you changed your opinion What the original opinion was Why you changed it And explain how you felt about the experience
14,1906,改变重要想法,20,事件,1,2,6231,3,Do children communicate more with teachers orwith parents?
14,1906,改变重要想法,20,事件,1,3,6230,3,"Whose opinions are more important to children,their parents or teachers?"
14,1906,改变重要想法,20,事件,1,4,6229,3,When do most children begin to have their ownopinions?
15,1905,特别场合的食物,20,事件,1,1,6221,2,Describe a food that people eat on special occasions/events You should say: What it is What the special event/occasion is How it is cooked/made And explain why people eat it on that special occasion/event
15,1905,特别场合的食物,20,事件,1,2,6226,3,Are there any differences between the food people eat today and the food people ate in the past?
15,1905,特别场合的食物,20,事件,1,3,6225,3,What are the differences between everyday fooo and festival food?
15,1905,特别场合的食物,20,事件,1,4,6223,3,Why are there special foods on special occasions or events?
16,1904,擅长学习和说语言的人,18,人物,1,1,6218,2,Describe a person who is good at learning andspeaking new languages You should say How you got to know him/her How he/she learns a new language What languages he/she can speak And explain how you feel about him/her
16,1904,擅长学习和说语言的人,18,人物,1,2,6227,3,Why is it easier for children to learn new things than for adults?
16,1904,擅长学习和说语言的人,18,人物,1,3,6224,3,How do people learn new things?
16,1904,擅长学习和说语言的人,18,人物,1,4,6222,3,Do people learn any languages other than English?
16,1904,擅长学习和说语言的人,18,人物,1,5,6220,3,Does speaking other languages help at work?
16,1904,擅长学习和说语言的人,18,人物,1,6,6219,3,Are there many people who can speak foreign
17,1903,喜欢的现场体育赛事,20,事件,1,1,6207,2,Describe a live sports event you watched and liked You should say: What it was When and where you watched it Who you watched it with And explain why you liked it
17,1903,喜欢的现场体育赛事,20,事件,1,2,6211,3,What sports matches are suitable for children to attend?
17,1903,喜欢的现场体育赛事,20,事件,1,3,6210,3,What are the advantages of watching sports events online?
17,1903,喜欢的现场体育赛事,20,事件,1,4,6209,3,Where do people normally watch sports events?
17,1903,喜欢的现场体育赛事,20,事件,1,5,6208,3,Why do some people like to watch sports events?
18,1902,遇到的科技问题,20,事件,1,1,6206,2,Describe a challenging technological problem you faced You should say: What the problem was When and where you faced it How challenging it was And explain how you solved it
18,1902,遇到的科技问题,20,事件,1,2,6217,3,What can teachers do to stop students from relying too much on AI?
18,1902,遇到的科技问题,20,事件,1,3,6216,3,Do you think students are overly reliant on AI?
18,1902,遇到的科技问题,20,事件,1,4,6215,3,How can AI help in our lives?
18,1902,遇到的科技问题,20,事件,1,5,6214,3,Should children learn to use AI?
18,1902,遇到的科技问题,20,事件,1,6,6213,3,Do you think people today should learn about AI technology?
18,1902,遇到的科技问题,20,事件,1,7,6212,3,What are the advantages and disadvantages of AI?
19,1901,在团队中工作,19,事物,1,1,6201,2,Describe a time when you worked in a group You should say: What you did Who you worked with What problems you faced And explain why you worked in the group
19,1901,在团队中工作,19,事物,1,2,6205,3,What group tasks are there in schools?
19,1901,在团队中工作,19,事物,1,3,6204,3,Should students learn to do qroup work?
19,1901,在团队中工作,19,事物,1,4,6203,3,What should a leader do to make team members want to follow him or her?
19,1901,在团队中工作,19,事物,1,5,6202,3,Why do some people prefer to work by themselves?
20,1900,拥有成功商业的人,18,人物,1,1,6195,2,Describe a person you know who has a successful business You should say: Who this person is How you got to know him/her Why and how he/she started the business What business he/she does And explain why you think the business is successful
20,1900,拥有成功商业的人,18,人物,1,2,6200,3,What makes a business fail?
20,1900,拥有成功商业的人,18,人物,1,3,6199,3,What makes a business successful?
20,1900,拥有成功商业的人,18,人物,1,4,6198,3,Do most people prefer shopping at big stores or small stores?
20,1900,拥有成功商业的人,18,人物,1,5,6197,3,Should governments provide financial support ta start-ups?
20,1900,拥有成功商业的人,18,人物,1,6,6196,3,Why do some people start their own business?
21,1899,在成功公司工作的人,18,人物,1,1,6184,2,Describe a person who works in a successfu company You should say: Who he/she is What he/she does in the company What business the company does And explain why you think it is a successful company
21,1899,在成功公司工作的人,18,人物,1,2,6187,3,Do you think customer satisfaction is important fol a company?
21,1899,在成功公司工作的人,18,人物,1,3,6186,3,Do you think companies should donate money to help society?
21,1899,在成功公司工作的人,18,人物,1,4,6185,3,Do you think governments should provide financial support to companies?
22,1898,名人出演的广告,20,事件,1,1,6188,2,Describe an advertisement with a famous person in it You should say: Who the person is Where you can see it What the advertisement is about And explain how you feel about the advertisement
22,1898,名人出演的广告,20,事件,1,2,6194,3,"Which is more effective, online advertising or offline advertising?"
22,1898,名人出演的广告,20,事件,1,3,6193,3,Is advertising important for a company? Why?
22,1898,名人出演的广告,20,事件,1,4,6192,3,Why are some advertisements boring?
22,1898,名人出演的广告,20,事件,1,5,6191,3,What is the most important factor in an advertisement?
22,1898,名人出演的广告,20,事件,1,6,6190,3,Why are many advertisements endorsed by celebrities? How useful are they?
22,1898,名人出演的广告,20,事件,1,7,6189,3,What are the advantages and disadvantages ofadvertisements?
23,1897,推荐旅行过的地方,21,地点,1,1,6179,2,Describe a place you have travelled to that youwould like to recommend to others You should say: What itis Where it is What you saw and did there And explain why you would like to recommend it toothers
23,1897,推荐旅行过的地方,21,地点,1,2,6183,3,Is it important to plan a holiday ahead?
23,1897,推荐旅行过的地方,21,地点,1,3,6182,3,How do people usually plan holidays?
23,1897,推荐旅行过的地方,21,地点,1,4,6181,3,What is the ideal length for a holiday?
23,1897,推荐旅行过的地方,21,地点,1,5,6180,3,Where do people in your country often go for holidays?
24,1894,最近看过的电视/网络节目,20,事件,1,1,6164,2,Describe a TV show/online program you havewatched recently You should say: What it is What it is about How often you watch it And explain how you feel about it
24,1894,最近看过的电视/网络节目,20,事件,1,2,6167,3,What kinds of TV or online programs are popular in your country?
24,1894,最近看过的电视/网络节目,20,事件,1,3,6166,3,What makes a popular TV or online program?
24,1894,最近看过的电视/网络节目,20,事件,1,4,6165,3,What are the differences between the TV programsyoung people like to watch and those old peoplelike to watch?
25,1892,喜欢拜访但不想住的家,21,地点,1,1,6155,2,Describe a home that you like to visit but do notwant to live in You should say Where it is What it is like Why you like to visit it And explain why you would not like to live there
25,1892,喜欢拜访但不想住的家,21,地点,1,2,6163,3,What's the difference between homes in cities andthose in the countryside?
25,1892,喜欢拜访但不想住的家,21,地点,1,3,6162,3,What kind of place do people in your country like to live in?
25,1892,喜欢拜访但不想住的家,21,地点,1,4,6161,3,What do Chinese people do when they visit others?
25,1892,喜欢拜访但不想住的家,21,地点,1,5,6160,3,Do Chinese people like to visit others' homes?
26,1891,坏掉的电子设备,19,事物,1,1,6152,2,Describe a time when you had a problem using anelectronic device You should say: When it happened Where it happened What the problem was And explain how you solved the problem at last
26,1891,坏掉的电子设备,19,事物,1,2,6154,3,What impact do electronic devices have onpeople?
26,1891,坏掉的电子设备,19,事物,1,3,6153,3,Why are people keen on buying new electronicdevices?
27,1890,想从事医疗行业的人,18,人物,1,1,6149,2,"Describe a person you know who would like to choose a career in the medical field (e.g. a doctor, a nurse) You should say: When you knew him/her When he/she started to think about that What he/she would like to do And explain why he/she would like to choose this career"
27,1890,想从事医疗行业的人,18,人物,1,2,6151,3,Do you think learning biology is interesting for children?
27,1890,想从事医疗行业的人,18,人物,1,3,6150,3,Do you think being a doctor is easy or difficult?
28,1889,去过的无聊地方,21,地点,1,1,6144,2,Describe a boring place You should say: Where it is Who you went there with What you did there And explain why you think it is a boring place
28,1889,去过的无聊地方,21,地点,1,2,6148,3,Why are some teachers' classes boring? Are thereany solutions?
28,1889,去过的无聊地方,21,地点,1,3,6147,3,What can people do when they feel bored?
28,1889,去过的无聊地方,21,地点,1,4,6146,3,Why aren't young people willing to listen to theexperiences of older people?
28,1889,去过的无聊地方,21,地点,1,5,6145,3,Why do most children think education is boring?
29,1888,去过的最喜欢的城市,21,地点,1,1,6136,2,Describe your favorite city that you have visited You should say: Where it is How you knew it When you visited it And explain why it is your favourite city
29,1888,去过的最喜欢的城市,21,地点,1,2,6143,3,Do most people prefer to travel in a modern city or a historical city?
29,1888,去过的最喜欢的城市,21,地点,1,3,6142,3,Do you think a tourist city is also a good place to live? why?
29,1888,去过的最喜欢的城市,21,地点,1,4,6141,3,How do people choose a city to travel to?
29,1888,去过的最喜欢的城市,21,地点,1,5,6137,3,"Which is more suitable for young people, urban life or rural life, and which is more suitable for old people?"
30,1887,有趣视频,19,事物,1,1,6131,2,Describe an interesting video You should say: When and where you watched it What it is about Why you watched it And explain how you feel about it
30,1887,有趣视频,19,事物,1,2,6140,3,Are there any differences between the videos thatyoung people and old people like to watch?
30,1887,有趣视频,19,事物,1,3,6139,3,What skills can people learn from watching videos?
30,1887,有趣视频,19,事物,1,4,6138,3,"Which is more helpful, watching videos or readingbooks?"
30,1887,有趣视频,19,事物,1,5,6135,3,What kind of videos do people in your country liketo watch?
31,1886,早起经历,20,事件,1,1,6128,2,Describe a time when you got up early You should say: When it was What you did Why you got up early And how you felt about it
31,1886,早起经历,20,事件,1,2,6134,3,ls it good to arrive early in any situation?
31,1886,早起经历,20,事件,1,3,6133,3,Why do some people like to stay up late?
31,1886,早起经历,20,事件,1,4,6132,3,What kinds of occasions need people to arrive early?
31,1886,早起经历,20,事件,1,5,6130,3,Why do people get up early?
31,1886,早起经历,20,事件,1,6,6129,3,Do you know anyone who likes to get up early?
32,1885,喜欢在家/花园种菜的人,18,人物,1,1,6124,2,Describe a person who loves to grow vegetables at home or in the garden You should say: Who this person is What vegetables he/she grows How he/she grows the vegetables And explain why he/she loves growing vegetables
32,1885,喜欢在家/花园种菜的人,18,人物,1,2,6126,3,Do many people grow vegetables or flowers at home in your country?
32,1885,喜欢在家/花园种菜的人,18,人物,1,3,6125,3,What are the advantages of growing vegetables or flowers at home?
33,1884,喜欢或不喜欢的高建筑,19,事物,1,1,6122,2,Describe a tall building you like or dislikeYou should say: What it is used for Where it is What it looks like And explain why you like/dislike it Where it is What it looks like And explain why you like/dislike it
33,1884,喜欢或不喜欢的高建筑,19,事物,1,2,6127,3,What are the differences between those tallbuildings in your country?
33,1884,喜欢或不喜欢的高建筑,19,事物,1,3,6123,3,Are there many tall buildings in your country?
34,1882,想颁布的新法律,20,事件,1,1,6113,2,Describe a new law you would like to introduce in your country You should say: What law it is What changes this law brings Whether this new law will be popular How you came up with the new law And explain how you feel about this new law
34,1882,想颁布的新法律,20,事件,1,2,6119,3,How can parents teach children to obey rules?
34,1882,想颁布的新法律,20,事件,1,3,6118,3,What are the benefits for people to obey rules?
34,1882,想颁布的新法律,20,事件,1,4,6117,3,Do you think children can learn about the law outside of school?
34,1882,想颁布的新法律,20,事件,1,5,6116,3,What kinds of behavior are considered as good behavior?
34,1882,想颁布的新法律,20,事件,1,6,6115,3,Do people in your country usually obey the law?
34,1882,想颁布的新法律,20,事件,1,7,6114,3,What rules should students follow at school?
35,1880,想有空时去旅游的地方,21,地点,1,1,6101,2,Describe a place you would like to visit in your free time You should say: • Where it is • What you will do there • How long you will stay there • And explain why you would like to visit it
35,1880,想有空时去旅游的地方,21,地点,1,2,6103,3,Do you think a gap period in life is important?
35,1880,想有空时去旅游的地方,21,地点,1,3,6102,3,Why do you think some people choose not to travel abroad?
36,1745,近期改变的计划,19,事物,1,1,5537,2,Describe a plan that you had to change recently You should say: When this happened What made you change the plan What the new plan was And how you felt about the change
36,1745,近期改变的计划,19,事物,1,2,5551,3,Do people often change their plans?
36,1745,近期改变的计划,19,事物,1,3,5552,3,Would you tell others if you change your plan?
36,1745,近期改变的计划,19,事物,1,4,5553,3,How does technology help people make plans?
36,1745,近期改变的计划,19,事物,1,5,5554,3,Why do you think parents still make plans for their children nowadays?
37,1738,重要决定,20,事件,1,1,5511,2,Describe an important decision that you made You should say: What the decision was How you made your decision What the results of the decision were And explain why it was important
37,1738,重要决定,20,事件,1,2,5512,3,Do you think children sometimes have to make important decisions?
37,1738,重要决定,20,事件,1,3,5513,3,What important decisions do teenagers need to make after graduation?
37,1738,重要决定,20,事件,1,4,5514,3,Who can children turn to for help when making a decision?
37,1738,重要决定,20,事件,1,5,5515,3,Do you think advertisements can influence our decisions when shopping?
37,1738,重要决定,20,事件,1,6,5516,3,Do you think the influence of advertising is good?
37,1738,重要决定,20,事件,1,7,5517,3,How do people usually make important decision?
38,1871,外国的短期停留,20,事件,0,1,6070,2,Describe a foreign country you would like to stay or work for a short period of time You should say: Which country it is Where you got to know this country What you will do there Why you will stay or work there just for ashort period of time
38,1871,外国的短期停留,20,事件,0,2,6074,3,How can people demonstrate their abilities when working in a foreign country?
38,1871,外国的短期停留,20,事件,0,3,6073,3,What important skills do people need when working in companies?
38,1871,外国的短期停留,20,事件,0,4,6072,3,Why do some people not like working in a foreign country?
39,1870,鼓励你保护自然的人,18,人物,0,1,6060,2,Describe a person who encouraged you to protect the nature You should say: Who he/she is How he/she encouraged you What he/she encouraged you to do And explain how you feel about this person
39,1870,鼓励你保护自然的人,18,人物,0,2,6063,3,Do you think there should be laws to protect nature?
39,1870,鼓励你保护自然的人,18,人物,0,3,6062,3,Should schools teach children to get close to nature?
39,1870,鼓励你保护自然的人,18,人物,0,4,6061,3,How can parents teach their children to protect nature?
40,1869,想拥有的科技产品,19,事物,0,1,6059,2,Describe a piece of technology(not a phone)that you would like to own You should say: What it is How much it costs What you willuse it for And explain why you would like to own it
40,1869,想拥有的科技产品,19,事物,0,2,6069,3,What are the differences between making friends in real life and online?
40,1869,想拥有的科技产品,19,事物,0,3,6068,3,What negative effects does technology have on people's relationships?
40,1869,想拥有的科技产品,19,事物,0,4,6067,3,Do you think technology has changed the way people communicate?
40,1869,想拥有的科技产品,19,事物,0,5,6066,3,What are the differences between online and face-to-face communication?
40,1869,想拥有的科技产品,19,事物,0,6,6065,3,What technology do young people like to use?
40,1869,想拥有的科技产品,19,事物,0,7,6064,3,What are the differences between the technology of the past and that of today?
41,1868,机智解决问题的人,18,人物,0,1,6052,2,Describe a person who solved a problem in a smart way You should say: Who this person is What the problem was How he/she solved it And explain why you think he/she did it in a smart way
41,1868,机智解决问题的人,18,人物,0,2,6058,3,Why does modern society need talents of all kinds?
41,1868,机智解决问题的人,18,人物,0,3,6057,3,Why are some people well-rounded and others only good at one thing?
41,1868,机智解决问题的人,18,人物,0,4,6056,3,How do children become smart at school?
41,1868,机智解决问题的人,18,人物,0,5,6054,3,Do you think children are born smart or they learn to become smart?
42,1867,擅长做计划的人,18,人物,0,1,6045,2,Describe a person who makes plans a lot You should say: Who he/she is How you knew him/her How you knew him/her What plans he/she makes And explain how you feel about this person
42,1867,擅长做计划的人,18,人物,0,2,6055,3,Do you think choosing a college major is closely related to a person's future career?
42,1867,擅长做计划的人,18,人物,0,3,6053,3,Is making study plans popular among young people?
42,1867,擅长做计划的人,18,人物,0,4,6051,3,What activities do we need to plan ahead?
42,1867,擅长做计划的人,18,人物,0,5,6050,3,Should children ask their teachers or parents for advice when making plans?
42,1867,擅长做计划的人,18,人物,0,6,6049,3,Do you think children should plan their future careers?
42,1867,擅长做计划的人,18,人物,0,7,6048,3,Do you think it's important to plan ahead?
43,1866,喜欢画画的孩子,19,事物,0,1,6037,2,Describe a child you know who likes drawing/painting very much You should say: How you knew him/her What he/she is like How often he/she draws/paints And explain why you think he/she likes drawing/painting
43,1866,喜欢画画的孩子,19,事物,0,2,6043,3,How do artworks inspire people?
43,1866,喜欢画画的孩子,19,事物,0,3,6042,3,Do you think galleries and museums should be free of charge?
43,1866,喜欢画画的孩子,19,事物,0,4,6040,3,Why do some people visit galleries ormuseums instead of viewing artworks online?
43,1866,喜欢画画的孩子,19,事物,0,5,6039,3,Why do most children draw more often than adults do?
43,1866,喜欢画画的孩子,19,事物,0,6,6038,3,What is the right age for a child to learn drawing?
44,1865,有趣的建筑,21,地点,0,1,6036,2,Describe an interesting building You should say: Where it is What it looks like What function it has And explain why you think it is interesting
44,1865,有趣的建筑,21,地点,0,2,6047,3,Why do people like to visit historical sites?
44,1865,有趣的建筑,21,地点,0,3,6046,3,Is it more important for a building to look good on the outside or on the inside?
44,1865,有趣的建筑,21,地点,0,4,6044,3,Is it worth spending a lot of money on the exterior appearance of a building?
44,1865,有趣的建筑,21,地点,0,5,6041,3,What types of buildings are popular in your country?
45,1864,App/ 程序,19,事物,0,1,6029,2,Describe a program or app on your computer or phone You should say: What it is When/how you use it Where you found it And explain how you feel about it
45,1864,App/ 程序,19,事物,0,2,6035,3,Do you think young people rely more and more on these programs?
45,1864,App/ 程序,19,事物,0,3,6034,3,Should parents limit their children using computer programs and computer games?
45,1864,App/ 程序,19,事物,0,4,6033,3,What apps are popular in your country?Why?
45,1864,App/ 程序,19,事物,0,5,6032,3,Why do some people not like using apps?
45,1864,App/ 程序,19,事物,0,6,6031,3,What are the differences between old and young people when using apps?
46,1861,完美工作,20,事件,0,1,6007,2,Describe your perfect job You should say: What it is Where you heard about it from What you need to learn to get the job And explain why you think it is your perfect job
46,1861,完美工作,20,事件,0,2,6011,3,Is salary the main reason people choose a certain job?
46,1861,完美工作,20,事件,0,3,6010,3,What should people consider when choosing jobs?
46,1861,完美工作,20,事件,0,4,6009,3,Do people's ideal jobs change as they grow up?
46,1861,完美工作,20,事件,0,5,6008,3,What jobs do children want to do when they grow up?
47,1859,朋友学的技能,18,人物,0,1,5992,2,Describe one of your friends who learned a skill from someone(not a teacher) You should say: Who he/she is What skill he/she learned How he/she learned And explain whether it would be easier to learn from a teacher
47,1859,朋友学的技能,18,人物,0,2,5998,3,Do you think it is good for older adults to continue learning?
47,1859,朋友学的技能,18,人物,0,3,5997,3,Do you think enterprises should provide training for their employees?
47,1859,朋友学的技能,18,人物,0,4,5996,3,Is it better to focus on a few subjects or to learn many subjects?
47,1859,朋友学的技能,18,人物,0,5,5995,3,Do you think there are too many subjects for students to learn?
47,1859,朋友学的技能,18,人物,0,6,5994,3,Should teachers make learning in their classes fun?
47,1859,朋友学的技能,18,人物,0,7,5993,3,Is it necessary to keep learning after graduating from school?
48,1858,不享受的音乐活动,20,事件,0,1,5987,2,Describe a music event that you didn't enjoy You should say: What it was Who you went with Why you decided to go there And explain why you didn't enjoy it
48,1858,不享受的音乐活动,20,事件,0,2,5991,3,What kind of music events are there in your country?
48,1858,不享受的音乐活动,20,事件,0,3,5990,3,What are the differences between old and young people's music preferences?
48,1858,不享受的音乐活动,20,事件,0,4,5989,3,Do you think children should receive some musical education?
48,1858,不享受的音乐活动,20,事件,0,5,5988,3,What kind of music events do people like today?
49,1811,弄坏东西,20,事件,0,1,5877,2,Describe a time when you broke something You should say What it was When/where that happened How you broke it And explain what you did after it
49,1811,弄坏东西,20,事件,0,2,5881,3,Do you think handmade clothes are more valuable?
49,1811,弄坏东西,20,事件,0,3,5880,3,Do you think clothes produced in the factory are of better quality than those made by hand?
49,1811,弄坏东西,20,事件,0,4,5879,3,What kind of people like to fix things by themselves?
49,1811,弄坏东西,20,事件,0,5,5878,3,What kind of things are more likely to be broken by people at home?
50,1810,传统故事,20,事件,0,1,5851,2,Describe an interesting traditional story You should say What the story is about When/how you knew it Who told you the story And explain how you felt when you first heard it
50,1810,传统故事,20,事件,0,2,5857,3,Is a good storyline important for a movie?
50,1810,传统故事,20,事件,0,3,5856,3,Do all stories for children have happy endings?
50,1810,传统故事,20,事件,0,4,5855,3,What can children learn from stories?
50,1810,传统故事,20,事件,0,5,5854,3,Why do most children like listening to stories before bedtime?
50,1810,传统故事,20,事件,0,6,5853,3,What are the benefits of bedtime stories for children?
